ORDER_ID,ORDER_DATE,CUSTOMER_ID,PRODUCT_ID,CATEGORY,SALES
CA-2018-102099,2018-12-18,EP-13915,OFF-PA-10000289,Office Supplies,32.40
CA-2018-164049,2018-11-02,KH-16630,OFF-PA-10000791,Office Supplies,23.85
CA-2018-139913,2018-10-23,JC-16105,OFF-PA-10003739,Office Supplies,11.56
CA-2018-139913,2018-10-23,JC-16105,OFF-PA-10002479,Office Supplies,26.40
CA-2018-139913,2018-10-23,JC-16105,FUR-FU-10000771,Furniture,69.08
CA-2018-139913,2018-10-23,JC-16105,TEC-PH-10001552,Technology,35.88
US-2017-164630,2017-01-04,EB-13975,TEC-CO-10000971,Technology,959.97
US-2016-114839,2016-04-26,PW-19240,FUR-CH-10004086,Furniture,408.42
CA-2016-166464,2016-09-12,PG-18895,TEC-CO-10000971,Technology,479.98
CA-2016-166464,2016-09-12,PG-18895,OFF-LA-10001317,Office Supplies,12.60
CA-2018-124898,2018-09-11,DB-12910,OFF-PA-10003656,Office Supplies,184.66
CA-2017-164035,2017-06-12,CR-12730,OFF-PA-10002160,Office Supplies,23.12
CA-2017-153577,2017-06-27,KH-16330,OFF-PA-10000575,Office Supplies,37.46
CA-2017-153577,2017-06-27,KH-16330,FUR-CH-10003981,Furniture,539.66
CA-2018-121615,2018-11-03,DL-12925,OFF-PA-10000327,Office Supplies,8.56
CA-2018-121615,2018-11-03,DL-12925,OFF-ST-10001325,Office Supplies,52.40
CA-2018-121615,2018-11-03,DL-12925,OFF-LA-10001771,Office Supplies,14.94
CA-2018-166415,2018-02-19,ME-17725,OFF-FA-10004968,Office Supplies,11.22
CA-2016-118444,2016-11-05,VD-21670,OFF-AP-10000576,Office Supplies,387.14
CA-2016-134747,2016-10-12,DL-12925,TEC-PH-10002890,Technology,135.72
CA-2016-134747,2016-10-12,DL-12925,OFF-BI-10001308,Office Supplies,12.56
CA-2016-134747,2016-10-12,DL-12925,TEC-PH-10001750,Technology,263.96
CA-2018-155047,2018-08-27,SE-20110,OFF-AR-10003338,Office Supplies,5.95
CA-2017-160129,2017-11-23,LS-17200,OFF-FA-10002763,Office Supplies,15.80
CA-2017-160129,2017-11-23,LS-17200,FUR-FU-10002088,Furniture,14.37
CA-2017-160129,2017-11-23,LS-17200,FUR-FU-10003976,Furniture,70.45
CA-2018-164329,2018-01-30,MM-17920,OFF-ST-10001511,Office Supplies,129.30
US-2016-141453,2016-11-30,DB-13270,OFF-BI-10000301,Office Supplies,3.88
CA-2018-128629,2018-07-10,BP-11155,FUR-FU-10000771,Furniture,18.84
CA-2018-158106,2018-06-04,CT-11995,OFF-AR-10002255,Office Supplies,8.64
US-2018-120390,2018-10-19,TH-21550,OFF-BI-10004995,Office Supplies,1633.19
CA-2018-143434,2018-11-18,ME-17320,FUR-FU-10002597,Furniture,19.76
CA-2016-168564,2016-08-08,TT-21220,OFF-BI-10004970,Office Supplies,6.61
CA-2016-168564,2016-08-08,TT-21220,OFF-BI-10002557,Office Supplies,7.28
CA-2016-168564,2016-08-08,TT-21220,FUR-CH-10000785,Furniture,144.78
US-2017-169040,2017-12-06,GT-14710,TEC-PH-10002310,Technology,156.79
US-2017-169040,2017-12-06,GT-14710,TEC-PH-10002834,Technology,431.98
US-2017-169040,2017-12-06,GT-14710,OFF-EN-10000927,Office Supplies,35.89
US-2017-169040,2017-12-06,GT-14710,OFF-BI-10001636,Office Supplies,47.21
US-2017-169040,2017-12-06,GT-14710,OFF-PA-10001736,Office Supplies,248.08
US-2017-169040,2017-12-06,GT-14710,OFF-PA-10000482,Office Supplies,189.70
US-2017-169040,2017-12-06,GT-14710,OFF-BI-10001658,Office Supplies,59.81
CA-2018-155880,2018-03-25,JD-16150,FUR-CH-10000422,Furniture,90.99
CA-2018-155880,2018-03-25,JD-16150,FUR-CH-10004675,Furniture,1526.56
CA-2018-155880,2018-03-25,JD-16150,FUR-CH-10002880,Furniture,368.97
CA-2018-126242,2018-11-19,MC-18100,OFF-ST-10000675,Office Supplies,305.01
CA-2018-126242,2018-11-19,MC-18100,FUR-FU-10002685,Furniture,18.70
CA-2017-166443,2017-11-04,LH-17020,FUR-FU-10004020,Furniture,38.29
CA-2018-169859,2018-12-14,MP-18175,FUR-FU-10004963,Furniture,26.25
CA-2018-169859,2018-12-14,MP-18175,OFF-BI-10000174,Office Supplies,64.96
CA-2018-169859,2018-12-14,MP-18175,OFF-EN-10000461,Office Supplies,43.70
CA-2018-134915,2018-11-12,EM-14140,TEC-AC-10001266,Technology,41.60
CA-2018-134915,2018-11-12,EM-14140,OFF-PA-10002160,Office Supplies,23.12
CA-2018-134915,2018-11-12,EM-14140,FUR-CH-10004875,Furniture,113.89
CA-2018-134915,2018-11-12,EM-14140,FUR-FU-10000305,Furniture,113.57
CA-2018-134915,2018-11-12,EM-14140,TEC-PH-10000347,Technology,7.92
CA-2018-134915,2018-11-12,EM-14140,TEC-PH-10001459,Technology,671.98
CA-2017-153353,2017-08-18,GG-14650,TEC-PH-10000439,Technology,39.99
CA-2018-123638,2018-06-27,MA-17995,FUR-CH-10002647,Furniture,191.65
CA-2018-168900,2018-05-04,SH-20395,OFF-BI-10003910,Office Supplies,2.31
CA-2016-158456,2016-12-24,KT-16465,OFF-BI-10001097,Office Supplies,19.94
CA-2016-158456,2016-12-24,KT-16465,OFF-FA-10004854,Office Supplies,45.92
CA-2018-143665,2018-04-26,PO-19180,OFF-PA-10003673,Office Supplies,20.34
CA-2018-143665,2018-04-26,PO-19180,OFF-LA-10002034,Office Supplies,39.28
CA-2018-137428,2018-12-16,AY-10555,FUR-CH-10002774,Furniture,81.57
CA-2018-137428,2018-12-16,AY-10555,FUR-CH-10003817,Furniture,97.18
CA-2018-137428,2018-12-16,AY-10555,OFF-BI-10002949,Office Supplies,24.32
CA-2018-137428,2018-12-16,AY-10555,FUR-FU-10002445,Furniture,18.96
CA-2018-167941,2018-11-06,JF-15565,OFF-AP-10002118,Office Supplies,499.58
CA-2018-167941,2018-11-06,JF-15565,OFF-PA-10001800,Office Supplies,31.10
CA-2018-167941,2018-11-06,JF-15565,OFF-BI-10002827,Office Supplies,13.27
CA-2018-167941,2018-11-06,JF-15565,FUR-FU-10004671,Furniture,28.27
CA-2018-167941,2018-11-06,JF-15565,OFF-ST-10000736,Office Supplies,259.14
CA-2018-111808,2018-12-16,AR-10510,OFF-BI-10004656,Office Supplies,10.80
CA-2016-137512,2016-05-07,AG-10675,FUR-TA-10001095,Furniture,244.01
CA-2016-137512,2016-05-07,AG-10675,OFF-PA-10000213,Office Supplies,15.94
CA-2018-139773,2018-12-04,DV-13045,FUR-CH-10001797,Furniture,188.55
CA-2018-134607,2018-10-03,HL-15040,OFF-ST-10002214,Office Supplies,22.58
CA-2016-139850,2016-06-12,GB-14575,OFF-PA-10003848,Office Supplies,20.74
CA-2016-139850,2016-06-12,GB-14575,FUR-FU-10003623,Furniture,43.30
CA-2017-139269,2017-05-25,JB-16045,FUR-FU-10000755,Furniture,24.96
CA-2017-139269,2017-05-25,JB-16045,OFF-PA-10002893,Office Supplies,19.36
CA-2017-139269,2017-05-25,JB-16045,OFF-ST-10000689,Office Supplies,1267.65
CA-2017-139010,2017-02-21,MC-17635,TEC-AC-10004227,Technology,12.99
CA-2017-139010,2017-02-21,MC-17635,OFF-BI-10000174,Office Supplies,18.56
CA-2017-139010,2017-02-21,MC-17635,OFF-ST-10001809,Office Supplies,449.15
CA-2017-139010,2017-02-21,MC-17635,OFF-BI-10002309,Office Supplies,31.25
CA-2017-134376,2017-10-02,TT-21265,OFF-AP-10004532,Office Supplies,61.44
CA-2018-147291,2018-03-11,MJ-17740,OFF-BI-10003091,Office Supplies,895.92
CA-2017-112893,2017-09-09,AT-10735,OFF-BI-10004654,Office Supplies,55.36
CA-2016-130610,2016-07-05,VP-21730,OFF-BI-10003655,Office Supplies,19.00
CA-2018-104381,2018-12-16,RD-19810,OFF-BI-10001628,Office Supplies,33.38
CA-2017-131499,2017-09-08,MG-17875,OFF-AP-10003779,Office Supplies,207.48
CA-2018-116519,2018-10-13,CR-12730,OFF-AP-10000828,Office Supplies,904.90
CA-2017-124772,2017-12-05,JG-15160,FUR-FU-10004748,Furniture,191.82
CA-2017-115525,2017-07-25,RR-19525,OFF-AP-10000026,Office Supplies,243.88
CA-2018-134845,2018-04-17,SR-20425,OFF-BI-10000773,Office Supplies,12.03
CA-2018-134845,2018-04-17,SR-20425,TEC-MA-10000822,Technology,2549.99
CA-2018-134845,2018-04-17,SR-20425,OFF-BI-10001543,Office Supplies,21.59
CA-2018-134845,2018-04-17,SR-20425,OFF-BI-10003355,Office Supplies,8.96
CA-2018-134845,2018-04-17,SR-20425,OFF-PA-10002005,Office Supplies,20.74
US-2016-138919,2016-09-17,LS-16975,FUR-TA-10004154,Furniture,344.22
US-2017-160528,2017-08-23,MH-18115,OFF-ST-10002743,Office Supplies,727.30
US-2017-160528,2017-08-23,MH-18115,FUR-FU-10004973,Furniture,22.61
US-2017-160528,2017-08-23,MH-18115,TEC-AC-10002842,Technology,666.40
CA-2016-123568,2016-11-08,SC-20095,OFF-FA-10002701,Office Supplies,5.04
CA-2016-123568,2016-11-08,SC-20095,OFF-PA-10001125,Office Supplies,92.94
CA-2016-123568,2016-11-08,SC-20095,FUR-FU-10004090,Furniture,66.69
CA-2016-123568,2016-11-08,SC-20095,OFF-BI-10001510,Office Supplies,91.68
CA-2018-124674,2018-11-17,JB-16000,FUR-BO-10002202,Furniture,327.73
CA-2016-164441,2016-11-08,AC-10450,OFF-BI-10001922,Office Supplies,52.27
CA-2016-164441,2016-11-08,AC-10450,OFF-PA-10001667,Office Supplies,17.94
CA-2018-169054,2018-04-22,MO-17800,FUR-FU-10001488,Furniture,254.35
CA-2018-116855,2018-12-17,AI-10855,FUR-CH-10003846,Furniture,504.90
US-2017-164189,2017-03-24,DR-12880,TEC-PH-10003691,Technology,403.17
CA-2016-168480,2016-09-21,DM-12955,FUR-BO-10000468,Furniture,194.32
CA-2016-168480,2016-09-21,DM-12955,OFF-AR-10001044,Office Supplies,25.99
US-2017-114293,2017-11-21,JH-16180,FUR-CH-10003833,Furniture,195.14
CA-2018-134173,2018-09-16,AB-10060,OFF-PA-10004355,Office Supplies,20.74
US-2016-123960,2016-06-11,BD-11605,TEC-AC-10003038,Technology,53.70
US-2016-123960,2016-06-11,BD-11605,OFF-BI-10002799,Office Supplies,36.26
US-2016-123960,2016-06-11,BD-11605,OFF-AR-10003582,Office Supplies,56.30
US-2016-123960,2016-06-11,BD-11605,OFF-PA-10004451,Office Supplies,32.40
US-2016-123960,2016-06-11,BD-11605,FUR-FU-10004666,Furniture,29.16
CA-2018-101749,2018-10-03,AS-10045,FUR-TA-10001520,Furniture,171.29
US-2017-147991,2017-05-05,ZD-21925,FUR-FU-10004270,Furniture,16.72
CA-2018-149559,2018-09-11,KF-16285,OFF-PA-10003172,Office Supplies,12.96
CA-2018-149559,2018-09-11,KF-16285,OFF-EN-10002312,Office Supplies,22.18
CA-2018-149559,2018-09-11,KF-16285,FUR-CH-10002320,Furniture,2054.27
CA-2016-135174,2016-04-30,BP-11230,TEC-PH-10001530,Technology,1022.97
CA-2018-125290,2018-11-06,CC-12430,OFF-AR-10001216,Office Supplies,13.90
CA-2018-125290,2018-11-06,CC-12430,OFF-PA-10003127,Office Supplies,26.38
CA-2018-121419,2018-04-02,TC-21475,FUR-TA-10004534,Furniture,411.80
CA-2018-121419,2018-04-02,TC-21475,TEC-AC-10000892,Technology,360.00
US-2018-148054,2018-10-06,NZ-18565,FUR-FU-10003247,Furniture,41.96
US-2018-148054,2018-10-06,NZ-18565,OFF-AP-10004336,Office Supplies,227.84
US-2018-148054,2018-10-06,NZ-18565,OFF-PA-10001295,Office Supplies,37.94
CA-2017-128517,2017-04-09,SW-20350,TEC-PH-10002555,Technology,517.90
CA-2017-128517,2017-04-09,SW-20350,OFF-BI-10000831,Office Supplies,5.28
US-2016-100377,2016-08-28,TS-21370,TEC-CO-10001046,Technology,2799.96
CA-2018-131492,2018-10-19,HH-15010,OFF-EN-10002973,Office Supplies,8.96
CA-2018-131492,2018-10-19,HH-15010,OFF-LA-10001641,Office Supplies,31.50
CA-2018-131492,2018-10-19,HH-15010,FUR-FU-10003878,Furniture,30.56
CA-2018-131492,2018-10-19,HH-15010,FUR-TA-10003837,Furniture,24.37
CA-2017-144554,2017-11-07,DM-13345,TEC-AC-10002800,Technology,119.98
CA-2018-127621,2018-03-03,RE-19450,OFF-PA-10001307,Office Supplies,26.88
CA-2016-145184,2016-11-27,JD-16150,TEC-PH-10002350,Technology,83.97
CA-2016-145184,2016-11-27,JD-16150,TEC-AC-10000397,Technology,104.97
CA-2018-106859,2018-03-13,BF-11215,OFF-ST-10000615,Office Supplies,90.80
CA-2018-106859,2018-03-13,BF-11215,TEC-PH-10004531,Technology,140.74
CA-2018-106859,2018-03-13,BF-11215,TEC-AC-10004001,Technology,214.95
CA-2018-106859,2018-03-13,BF-11215,OFF-PA-10001534,Office Supplies,45.36
CA-2018-106859,2018-03-13,BF-11215,OFF-PA-10001815,Office Supplies,288.24
US-2018-120089,2018-11-30,ML-17755,OFF-AP-10003779,Office Supplies,663.94
CA-2017-125206,2017-01-03,LR-16915,OFF-ST-10003692,Office Supplies,114.46
CA-2016-126137,2016-10-03,BS-11755,FUR-BO-10004409,Furniture,120.67
CA-2018-101182,2018-09-04,KB-16405,OFF-PA-10001800,Office Supplies,12.96
CA-2018-101182,2018-09-04,KB-16405,TEC-PH-10003589,Technology,43.18
US-2018-132297,2018-05-27,DW-13480,OFF-BI-10003364,Office Supplies,58.34
US-2018-132297,2018-05-27,DW-13480,TEC-PH-10002834,Technology,539.97
CA-2018-118773,2018-02-09,TP-21415,OFF-BI-10004584,Office Supplies,252.78
CA-2018-118773,2018-02-09,TP-21415,TEC-AC-10002402,Technology,127.98
CA-2018-118773,2018-02-09,TP-21415,FUR-FU-10000550,Furniture,3.98
CA-2018-118773,2018-02-09,TP-21415,OFF-AP-10000055,Office Supplies,12.99
US-2018-159205,2018-03-31,DB-12910,FUR-FU-10001591,Furniture,61.00
US-2018-159205,2018-03-31,DB-12910,TEC-PH-10000526,Technology,671.93
CA-2017-112123,2017-03-03,BH-11710,OFF-BI-10001071,Office Supplies,447.86
CA-2017-112123,2017-03-03,BH-11710,TEC-PH-10001557,Technology,479.95
CA-2017-112123,2017-03-03,BH-11710,OFF-PA-10001977,Office Supplies,166.44
CA-2016-114468,2016-08-23,TD-20995,OFF-SU-10004231,Office Supplies,31.68
CA-2016-114468,2016-08-23,TD-20995,OFF-PA-10000809,Office Supplies,10.37
CA-2016-114468,2016-08-23,TD-20995,OFF-FA-10003021,Office Supplies,12.03
CA-2016-114468,2016-08-23,TD-20995,OFF-AP-10000696,Office Supplies,5.77
CA-2018-135692,2018-04-27,CV-12805,OFF-LA-10001158,Office Supplies,33.12
CA-2018-135692,2018-04-27,CV-12805,FUR-BO-10002268,Furniture,220.27
CA-2018-131233,2018-04-14,CS-12355,OFF-BI-10000829,Office Supplies,10.78
CA-2018-131233,2018-04-14,CS-12355,FUR-BO-10003441,Furniture,242.35
CA-2018-119578,2018-12-22,JG-15310,OFF-SU-10003505,Office Supplies,695.16
CA-2018-119578,2018-12-22,JG-15310,FUR-BO-10003660,Furniture,220.98
CA-2017-124562,2017-12-08,JP-16135,OFF-BI-10001267,Office Supplies,12.96
US-2018-140074,2018-03-23,EC-14050,OFF-PA-10002741,Office Supplies,25.68
CA-2017-103037,2017-07-25,KH-16630,OFF-LA-10004345,Office Supplies,15.71
CA-2018-127460,2018-07-10,FG-14260,OFF-ST-10004340,Office Supplies,298.46
CA-2017-121671,2017-07-17,AA-10480,OFF-PA-10001471,Office Supplies,21.93
CA-2017-121671,2017-07-17,AA-10480,OFF-ST-10002344,Office Supplies,242.94
CA-2017-121671,2017-07-17,AA-10480,OFF-PA-10001892,Office Supplies,7.64
CA-2017-121671,2017-07-17,AA-10480,OFF-PA-10001934,Office Supplies,51.84
CA-2017-121671,2017-07-17,AA-10480,OFF-ST-10000078,Office Supplies,265.17
CA-2017-150350,2017-08-23,MS-17770,TEC-MA-10001972,Technology,837.60
CA-2017-150350,2017-08-23,MS-17770,OFF-EN-10002504,Office Supplies,135.90
CA-2017-150350,2017-08-23,MS-17770,OFF-PA-10002160,Office Supplies,34.68
CA-2017-150350,2017-08-23,MS-17770,FUR-CH-10001973,Furniture,532.70
CA-2017-150350,2017-08-23,MS-17770,OFF-AP-10001492,Office Supplies,43.10
CA-2017-150350,2017-08-23,MS-17770,OFF-SU-10002189,Office Supplies,15.88
CA-2016-121720,2016-06-11,JE-15610,FUR-CH-10003312,Furniture,1123.92
CA-2016-121720,2016-06-11,JE-15610,TEC-PH-10002496,Technology,249.58
CA-2016-121720,2016-06-11,JE-15610,FUR-FU-10003464,Furniture,48.67
CA-2016-121720,2016-06-11,JE-15610,OFF-AR-10000380,Office Supplies,60.77
CA-2016-121720,2016-06-11,JE-15610,OFF-BI-10004593,Office Supplies,78.60
CA-2016-121720,2016-06-11,JE-15610,OFF-BI-10001308,Office Supplies,3.77
CA-2016-121720,2016-06-11,JE-15610,OFF-ST-10001780,Office Supplies,1036.62
CA-2016-121720,2016-06-11,JE-15610,OFF-ST-10003816,Office Supplies,563.81
CA-2018-149895,2018-09-08,EB-14110,TEC-PH-10002200,Technology,258.53
CA-2018-147564,2018-10-02,BP-11155,OFF-PA-10004438,Office Supplies,49.12
CA-2018-164168,2018-11-12,LS-16975,OFF-BI-10000666,Office Supplies,30.56
CA-2018-164168,2018-11-12,LS-16975,OFF-ST-10002583,Office Supplies,77.95
CA-2018-164168,2018-11-12,LS-16975,TEC-PH-10004908,Technology,67.99
CA-2018-164168,2018-11-12,LS-16975,OFF-EN-10001219,Office Supplies,12.22
CA-2018-164168,2018-11-12,LS-16975,TEC-AC-10004568,Technology,44.78
CA-2018-164168,2018-11-12,LS-16975,FUR-FU-10001756,Furniture,22.85
CA-2016-112557,2016-04-25,JL-15850,OFF-AP-10002311,Office Supplies,206.43
CA-2018-162572,2018-09-25,RB-19360,TEC-AC-10003628,Technology,119.96
CA-2018-162572,2018-09-25,RB-19360,OFF-AR-10001547,Office Supplies,10.61
US-2017-148110,2017-09-05,AR-10825,FUR-CH-10002647,Furniture,347.80
CA-2018-131828,2018-02-11,CS-11845,FUR-CH-10004495,Furniture,963.14
CA-2018-131828,2018-02-11,CS-11845,TEC-PH-10002923,Technology,88.78
CA-2017-120558,2017-06-07,RD-19810,OFF-PA-10003441,Office Supplies,32.40
CA-2016-147830,2016-12-15,NF-18385,TEC-AC-10002049,Technology,2025.36
CA-2016-147830,2016-12-15,NF-18385,TEC-MA-10000418,Technology,1799.99
CA-2016-147830,2016-12-15,NF-18385,TEC-PH-10004908,Technology,101.99
CA-2016-147830,2016-12-15,NF-18385,FUR-FU-10004091,Furniture,262.86
CA-2018-150497,2018-07-20,SM-20950,OFF-BI-10004600,Office Supplies,735.98
CA-2016-139584,2016-08-24,EM-13810,FUR-TA-10001539,Furniture,284.36
CA-2016-139584,2016-08-24,EM-13810,TEC-AC-10001266,Technology,26.00
US-2017-162677,2017-03-26,DB-13210,OFF-ST-10001291,Office Supplies,67.64
US-2017-162677,2017-03-26,DB-13210,TEC-AC-10001314,Technology,119.98
CA-2017-146682,2017-10-29,KW-16435,FUR-FU-10002671,Furniture,67.00
CA-2017-138695,2017-05-28,KC-16675,FUR-CH-10003833,Furniture,390.27
CA-2017-138695,2017-05-28,KC-16675,OFF-PA-10001667,Office Supplies,62.19
CA-2018-107461,2018-12-21,PK-19075,OFF-BI-10002003,Office Supplies,23.88
US-2017-133879,2017-03-21,KT-16465,OFF-BI-10004465,Office Supplies,3.17
US-2017-133879,2017-03-21,KT-16465,FUR-CH-10000665,Furniture,528.43
US-2017-133879,2017-03-21,KT-16465,OFF-AR-10004956,Office Supplies,13.39
CA-2018-157483,2018-11-11,EP-13915,OFF-AR-10004260,Office Supplies,181.86
US-2018-132059,2018-09-23,AP-10915,FUR-BO-10001811,Furniture,180.59
US-2018-132059,2018-09-23,AP-10915,TEC-AC-10003280,Technology,47.98
CA-2018-122280,2018-09-10,SH-20395,OFF-PA-10004911,Office Supplies,18.76
CA-2018-105235,2018-12-05,SM-20950,FUR-FU-10001487,Furniture,20.94
CA-2018-105235,2018-12-05,SM-20950,FUR-FU-10000521,Furniture,58.68
CA-2018-105235,2018-12-05,SM-20950,OFF-AP-10001271,Office Supplies,254.90
CA-2018-152912,2018-11-09,BM-11650,OFF-BI-10004728,Office Supplies,9.64
CA-2018-152912,2018-11-09,BM-11650,TEC-AC-10004666,Technology,826.62
CA-2018-152912,2018-11-09,BM-11650,OFF-ST-10003208,Office Supplies,1633.14
CA-2018-152912,2018-11-09,BM-11650,OFF-ST-10003208,Office Supplies,544.38
CA-2018-159352,2018-03-12,KB-16585,TEC-PH-10004700,Technology,69.93
US-2018-146416,2018-10-20,JE-16165,OFF-LA-10003714,Office Supplies,3.75
US-2018-146416,2018-10-20,JE-16165,OFF-BI-10001787,Office Supplies,20.93
US-2016-163783,2016-12-27,DR-12940,OFF-ST-10002957,Office Supplies,12.67
CA-2018-123981,2018-10-02,RW-19630,TEC-PH-10002115,Technology,65.99
CA-2018-158953,2018-06-04,ML-18040,OFF-BI-10002557,Office Supplies,6.37
CA-2017-169026,2017-08-08,CM-12655,OFF-FA-10001883,Office Supplies,23.34
CA-2018-109750,2018-07-22,FH-14365,TEC-PH-10000702,Technology,29.97
CA-2016-149384,2016-07-10,EH-13945,OFF-BI-10003196,Office Supplies,3.37
CA-2018-164000,2018-12-18,AH-10030,OFF-AR-10003183,Office Supplies,18.70
CA-2017-108882,2017-01-09,LA-16780,TEC-AC-10000420,Technology,349.95
CA-2017-108882,2017-01-09,LA-16780,TEC-PH-10002726,Technology,377.93
US-2018-108245,2018-09-22,SH-19975,OFF-EN-10001415,Office Supplies,13.39
US-2018-108245,2018-09-22,SH-19975,OFF-BI-10000773,Office Supplies,11.23
CA-2017-132409,2017-05-26,TH-21235,OFF-AR-10001919,Office Supplies,1.50
CA-2017-132409,2017-05-26,TH-21235,OFF-AP-10002082,Office Supplies,34.85
CA-2018-150189,2018-07-08,VG-21790,OFF-LA-10002762,Office Supplies,75.18
CA-2018-104640,2018-11-10,FH-14275,OFF-BI-10003925,Office Supplies,931.18
CA-2018-104640,2018-11-10,FH-14275,TEC-PH-10002200,Technology,430.88
US-2016-137008,2016-10-02,JP-15460,OFF-PA-10001295,Office Supplies,94.85
US-2016-137008,2016-10-02,JP-15460,OFF-EN-10002500,Office Supplies,51.12
US-2016-137008,2016-10-02,JP-15460,TEC-AC-10000892,Technology,90.00
CA-2018-131625,2018-09-01,BN-11515,FUR-FU-10004960,Furniture,114.90
US-2018-156356,2018-04-16,ND-18370,OFF-BI-10000632,Office Supplies,26.05
US-2018-156356,2018-04-16,ND-18370,OFF-BI-10001107,Office Supplies,2.90
US-2018-156356,2018-04-16,ND-18370,OFF-ST-10002301,Office Supplies,32.54
CA-2017-138933,2017-04-24,JL-15130,OFF-BI-10003355,Office Supplies,3.98
CA-2017-140746,2017-01-15,RC-19825,FUR-TA-10002903,Furniture,181.80
CA-2017-146836,2017-05-02,CC-12475,OFF-ST-10001580,Office Supplies,44.94
CA-2017-146836,2017-05-02,CC-12475,OFF-BI-10000315,Office Supplies,45.58
US-2017-127971,2017-11-20,DW-13195,FUR-CH-10003774,Furniture,318.43
US-2017-127971,2017-11-20,DW-13195,TEC-PH-10003095,Technology,122.92
US-2017-127971,2017-11-20,DW-13195,FUR-FU-10000023,Furniture,7.07
US-2017-140809,2017-02-01,CK-12760,OFF-ST-10002214,Office Supplies,56.45
CA-2018-114524,2018-03-31,EG-13900,OFF-BI-10002799,Office Supplies,13.47
CA-2018-113355,2018-12-01,SJ-20215,TEC-PH-10004912,Technology,219.80
CA-2018-113355,2018-12-01,SJ-20215,FUR-CH-10002602,Furniture,317.06
US-2018-140907,2018-12-10,BP-11185,TEC-AC-10004510,Technology,49.08
US-2018-140907,2018-12-10,BP-11185,OFF-ST-10000060,Office Supplies,324.90
US-2018-140907,2018-12-10,BP-11185,OFF-AR-10000799,Office Supplies,18.24
CA-2017-159730,2017-09-17,SJ-20125,FUR-CH-10004875,Furniture,113.89
CA-2017-159730,2017-09-17,SJ-20125,TEC-PH-10002085,Technology,105.58
CA-2017-157868,2017-12-23,MC-17590,OFF-FA-10000992,Office Supplies,24.85
CA-2018-119389,2018-04-17,BG-11740,FUR-FU-10001473,Furniture,60.31
CA-2018-110373,2018-10-27,MA-17560,OFF-AR-10003045,Office Supplies,7.06
CA-2018-110373,2018-10-27,MA-17560,TEC-PH-10001536,Technology,27.18
CA-2017-155474,2017-07-08,CC-12220,TEC-PH-10001580,Technology,107.98
CA-2017-155474,2017-07-08,CC-12220,OFF-BI-10004209,Office Supplies,19.30
CA-2016-155453,2016-08-09,RA-19885,OFF-LA-10001613,Office Supplies,4.61
US-2017-161844,2017-12-09,DK-12835,FUR-TA-10001676,Furniture,79.97
US-2017-161844,2017-12-09,DK-12835,OFF-BI-10003712,Office Supplies,2.95
US-2017-162103,2017-11-13,LB-16795,OFF-BI-10000285,Office Supplies,3.14
CA-2017-122518,2017-03-04,RF-19345,OFF-LA-10001641,Office Supplies,10.08
CA-2016-155145,2016-12-27,KN-16450,TEC-AC-10003709,Technology,7.92
CA-2016-146038,2016-02-09,SJ-20215,FUR-CH-10002774,Furniture,203.92
CA-2018-133865,2018-05-08,PS-19045,TEC-CO-10001046,Technology,3359.95
CA-2018-116358,2018-11-02,KM-16225,OFF-FA-10003495,Office Supplies,18.24
CA-2018-116358,2018-11-02,KM-16225,OFF-AR-10004685,Office Supplies,27.78
CA-2018-150525,2018-02-20,JP-16135,OFF-AR-10002375,Office Supplies,6.56
CA-2018-150525,2018-02-20,JP-16135,OFF-AP-10000595,Office Supplies,13.11
CA-2016-157770,2016-12-13,RD-19585,TEC-PH-10001530,Technology,494.38
CA-2016-157770,2016-12-13,RD-19585,OFF-BI-10000050,Office Supplies,29.20
CA-2016-157770,2016-12-13,RD-19585,TEC-AC-10001552,Technology,248.85
CA-2016-157770,2016-12-13,RD-19585,TEC-AC-10003399,Technology,36.24
CA-2017-167290,2017-10-30,JF-15295,OFF-AR-10004078,Office Supplies,11.68
CA-2018-113418,2018-10-01,CM-12655,TEC-MA-10002428,Technology,1704.89
US-2016-110569,2016-05-23,EB-13870,OFF-BI-10001036,Office Supplies,19.19
US-2016-110569,2016-05-23,EB-13870,OFF-AP-10004708,Office Supplies,121.79
CA-2018-136308,2018-11-16,MW-18235,TEC-MA-10000488,Technology,1919.98
CA-2016-144386,2016-11-05,GT-14635,OFF-BI-10001116,Office Supplies,25.34
CA-2017-111416,2017-09-17,LW-17215,OFF-BI-10002026,Office Supplies,232.40
CA-2017-162747,2017-03-20,AH-10030,FUR-FU-10003691,Furniture,86.45
CA-2018-169978,2018-12-24,HG-15025,FUR-CH-10002602,Furniture,271.76
CA-2018-169978,2018-12-24,HG-15025,OFF-BI-10001900,Office Supplies,14.38
CA-2018-161739,2018-11-10,EB-13750,FUR-FU-10001468,Furniture,341.96
CA-2016-165057,2016-09-11,SC-20725,OFF-AR-10004648,Office Supplies,181.35
CA-2016-165057,2016-09-11,SC-20725,OFF-LA-10003190,Office Supplies,8.64
CA-2016-120810,2016-07-23,TH-21550,OFF-AP-10002892,Office Supplies,68.94
CA-2016-120810,2016-07-23,TH-21550,FUR-FU-10002253,Furniture,128.82
CA-2018-122595,2018-12-14,GM-14455,TEC-AC-10000474,Technology,227.98
CA-2018-122595,2018-12-14,GM-14455,TEC-PH-10003095,Technology,52.68
